,Norm,Year,from
0,66.02666666666664,2001,y
1,98.42666666666666,2002,y
2,-176.57333333333332,2003,y
3,-102.77333333333334,2004,y
4,-116.67333333333333,2005,y
5,-109.07333333333328,2006,y
6,132.02666666666664,2007,y
7,115.0266666666666,2008,y
8,28.426666666666637,2009,y
9,13.426666666666689,2010,y
10,-55.57333333333332,2011,y
11,82.82666666666667,2012,y
12,32.22666666666666,2013,y
13,-29.07333333333333,2014,y
14,21.326666666666565,2015,y
0,106.10475602007934,2001,net_0
1,103.42645248384797,2002,net_0
2,163.55624726744358,2003,net_0
3,42.89556448309803,2004,net_0
4,56.522528258556214,2005,net_0
5,116.62806815698653,2006,net_0
6,92.11651415955694,2007,net_0
7,187.9085360651279,2008,net_0
8,205.82785321525623,2009,net_0
9,236.07766711986005,2010,net_0
10,117.81057493784246,2011,net_0
11,-3.110187375619304,2012,net_0
12,113.65396265417819,2013,net_0
13,125.02651277714514,2014,net_0
14,115.30539606825886,2015,net_0
0,-5.218288149792896,2001,net_1
1,-0.33940817469214946,2002,net_1
2,-22.525040002746234,2003,net_1
3,-10.608380414336466,2004,net_1
4,-9.297108387423071,2005,net_1
5,-7.7084035601916305,2006,net_1
6,-5.872250656480287,2007,net_1
7,-13.534119344687628,2008,net_1
8,-14.643668548697269,2009,net_1
9,-21.752751128208818,2010,net_1
10,-12.735399065488423,2011,net_1
11,7.9596821091718715,2012,net_1
12,-7.181900639722412,2013,net_1
13,-5.332606679671027,2014,net_1
14,-8.993365292831378,2015,net_1
0,-15.392788820260341,2001,net_2
1,-6.860916691256807,2002,net_2
2,-15.157520358288997,2003,net_2
3,-14.046967622994071,2004,net_2
4,35.54472934434674,2005,net_2
5,-26.60851859600148,2006,net_2
6,-18.605012792846676,2007,net_2
7,-38.58011470037576,2008,net_2
8,-34.17354494774496,2009,net_2
9,-18.70053083763445,2010,net_2
10,13.501984083778394,2011,net_2
11,-23.32371008521015,2012,net_2
12,-11.469225135905717,2013,net_2
13,-36.683056298258734,2014,net_2
14,-5.494178344382808,2015,net_2
0,3.986764019986143,2001,net_3
1,8.657033914739161,2002,net_3
2,40.21673387907044,2003,net_3
3,23.795167030662224,2004,net_3
4,16.720872978735162,2005,net_3
5,13.994037147072987,2006,net_3
6,2.4221319763640277,2007,net_3
7,20.600212203077785,2008,net_3
8,23.571942126232678,2009,net_3
9,27.303814490771135,2010,net_3
10,5.191343776927796,2011,net_3
11,0.20757382608030484,2012,net_3
12,5.678602345874035,2013,net_3
13,-9.269251245500476,2014,net_3
14,24.08486420757591,2015,net_3
0,3.4198078868965323,2001,net_4
1,3.420250410744612,2002,net_4
2,3.4085326650710295,2003,net_4
3,3.41465002898994,2004,net_4
4,3.4192169014488845,2005,net_4
5,3.4167073807404833,2006,net_4
6,3.4183791509616803,2007,net_4
7,3.4144964063005547,2008,net_4
8,3.4123888043586708,2009,net_4
9,3.411046505736797,2010,net_4
10,3.419864714099387,2011,net_4
11,3.423266842828094,2012,net_4
12,3.4196495788724204,2013,net_4
13,3.421588345215405,2014,net_4
14,3.4146681206104748,2015,net_4
